"token","vader","n"
"constitute",0,1
"constitutes",0,1
"constitution",0,1
"consultarlo",0,1
"contend",1,1
"contentment",1,1
"contest's",0,1
"contiene",0,1
"continuation",0,1
"continuing",0,1
"contrasted",0,1
"contrasts",0,1
"contribution",0,1
"contributions",0,1
"contrived",0,1
"controllato",0,1
"controlling",0,1
"convenience",0,1
"convenient",0,1
"conversations",0,1
"converts",0,1
"conveyed",0,1
"convince",1,1
"convinces",1,1
"convoluted",0,1
"cook's",0,1
"cookbook",0,1
"cookies",0,1
"cooler",0,1
"copeland",0,1
"copies",0,1
"coping",0,1
"copying",0,1
"core",0,1
"corny",0,1
"corral",0,1
"correct",0,1
"cortos",0,1
"costaban",0,1
"costs",0,1
"costume",0,1
"costumes",0,1
"could've",0,1
"council",0,1
"counseling",0,1
"countries",0,1
"coupled",0,1
"couplet",0,1
"couplets",0,1
"courageous",1,1
"courseload",0,1
"covent",0,1
"crackers",0,1
"craft",0,1
"crafter",0,1
"craftily",0,1
"crafts",0,1
"crafty",0,1
"cram",0,1
"cranky",0,1
"crash",-1,1
"craving",0,1
"cravings",0,1
"crawdford",0,1
"crawls",0,1
"crazed",-1,1
"cream",0,1
"creamy",0,1
"creare",0,1
"creations",1,1
"creators",0,1
"credited",1,1
"creepier",0,1
"creepiness",0,1
"creeps",0,1
"creible",0,1
"creimos",0,1
"crew",0,1
"critic",-1,1
"critical",-1,1
"criticise",-1,1
"criticism",-1,1
"criticize",-1,1
"critique",0,1
"critter",0,1
"critters",0,1
"crocodile",0,1
"crosses",0,1
"crow",0,1
"crowned",0,1
"crudele",0,1
"cruel",-1,1
"cruelly",-1,1
"cruelty",-1,1
"crum",0,1
"crumb",0,1
"crushed",-1,1
"cual",0,1
"cuales",0,1
"cualquier",0,1
"cuanto",0,1
"cuantos",0,1
"cub",0,1
"cuddly",0,1
"cuenta",0,1
"cuento",0,1
"cuestion",0,1
"cukup",0,1
"culinary",0,1
"cult",0,1
"culturally",0,1
"cup",0,1
"cupid",0,1
"curdled",0,1
"cure",0,1
"curiosity",0,1
"curl",0,1
"curriculum",0,1
"curso",0,1
"curtailed",0,1
"curtis",0,1
"curve",0,1
"curvy",0,1
"customer",0,1
"customers",0,1
"cutesily",0,1
"cutesy",1,1
"cynical",-1,1
"cynicism",-1,1
"dado",0,1
"dads",0,1
"daffy",0,1
"dafur",0,1
"dag",0,1
"dagegen",0,1
"dagli",0,1
"dairies",0,1
"dala",0,1
"dalam",0,1
"damian",0,1
"damit",0,1
"dammit",0,1
"danger",-1,1
"dangers",-1,1
"dangling",0,1
"daniel",0,1
"daphne",0,1
"dar",0,1
"dare",0,1
"dari",0,1
"daring",1,1
"dates",0,1
"daughter's",0,1
"dave",0,1
"daves",0,1
"david",0,1
"davie",0,1
"davvero:una",0,1
"dawn",0,1
"dax",0,1
"day's",0,1
"dazed",-1,1
"dc",0,1
"deacon",0,1
"deadlier",0,1
"deaf",0,1
"debate",0,1
"debe",0,1
"decade",0,1
"decades",0,1
"deceiving",-1,1
"deception",-1,1
"deciding",0,1
"decimals",0,1
"deciphering",0,1
"decirlo",0,1
"decived",0,1
"decline",0,1
"declining",0,1
"decorate",0,1
"decoration",0,1
"decrepit",0,1
"dedicated",1,1
"dedication",0,1
"deer",0,1
"defend",0,1
"defenseless",-1,1
"deference",0,1
"defines",0,1
"definitions",0,1
"deftly",0,1
"defying",0,1
"degli",0,1
"degne",0,1
"dejado",0,1
"delacorte",0,1
"deliberately",0,1
"delicately",1,1
"delicati",0,1
"delighted",1,1
"delights",1,1
"deliver",0,1
"dell'entusiasmo",0,1
"dello",0,1
"delve",0,1
"demand",-1,1
"demarest",0,1
"dementors",0,1
"demise",0,1
"demons",0,1
"demonstrates",0,1
"denen",0,1
"denies",-1,1
"denise",0,1
"denisedoyen",0,1
"denn",0,1
"dennoch",0,1
"deny",-1,1
"dependent",0,1
"depicted",0,1
"depicts",0,1
"deplorable",0,1
"deplore",0,1
"deportation",0,1
"depp",0,1
"depression",-1,1
"derive",0,1
"descabelladas",0,1
"descendants",0,1
"desert",0,1
"deserves",0,1
"deshalb",0,1
"designato",0,1
"designing",0,1
"desire",1,1
"desires",0,1
"desk",0,1
"despair",-1,1
"desparation",0,1
"despicable",0,1
"despreciando",0,1
"destiny",0,1
"destruction",-1,1
"detailing",0,1
"detalhes",0,1
"detect",0,1
"determination",1,1
"determine",0,1
"detracted",0,1
"detriment",0,1
"detski",0,1
"deus",0,1
"deutlich",0,1
"devate",0,1
"develop",0,1
"developed",0,1
"developments",0,1
"device",0,1
"devious",0,1
"devising",0,1
"devono",0,1
"devoted",1,1
"devotes",1,1
"devoured",0,1
"deze",0,1
"dhre",0,1
"dialect",0,1
"dialettali",0,1
"dialoge",0,1
"diantara",0,1
"dibuat",0,1
"dibutuhkan",0,1
"dice",0,1
"dicen",0,1
"dicessi",0,1
"dicey",0,1
"dicho",0,1
"dick",-1,1
"dickinson",0,1
"dickon",0,1
"dictate",0,1
"didnt",0,1
"dido",0,1
"diehard",0,1
"diet",0,1
"diferentes",0,1
"differnces",0,1
"difficulties",-1,1
"difusion",0,1
"dig",0,1
"digest",0,1
"dignity",1,1
"dilapidated",0,1
"dilemma",-1,1
"dimensional",0,1
"diminutive",0,1
"dinero",0,1
"diners",0,1
"dink",0,1
"dire",-1,1
"directing",0,1
"directions",0,1
"directly",0,1
"director",0,1
"directors",0,1
"direkt",0,1
"dirigida",0,1
"dirtied",0,1
"disabilities",0,1
"disability",0,1
"disable",0,1
"disagree",-1,1
"disagreed",-1,1
"disana",0,1
"disapointed",0,1
"disappoint",-1,1
"disappointingly",-1,1
"disbelief",0,1
"disciplines",0,1
"disclaimer",0,1
"disclosure",0,1
"discount",0,1
"discounts",0,1
"discourage",-1,1
"discoveries",0,1
"discovery",0,1
"discusses",0,1
"discussing",0,1
"discussions",0,1
"disdain",-1,1
"disease",0,1
"diselipkan",0,1
"disembark",0,1
"disfrutando",0,1
"disfrutar",0,1
"disguise",-1,1
"disguised",-1,1
"disguises",-1,1
"disgust",-1,1
"disgusted",-1,1
"disgusting",-1,1
"disheartened",-1,1
"dishes",0,1
"disliked",-1,1
"disliking",-1,1
"disneyland",0,1
"disobedient",0,1
"disonesta",0,1
"disorder",-1,1
"dispicable",0,1
"displayed",0,1
"displeased",-1,1
"displeasure",0,1
"disregard",-1,1
"dissapointment",0,1
"dissappointed",0,1
"dissatisfying",-1,1
"dissimilarities",0,1
"dissorientating",0,1
"distant",0,1
"distinct",0,1
"distorted",-1,1
"distracted",-1,1
"distractions",-1,1
"distribute",0,1
"district",0,1
"ditching",0,1
"diteror",0,1
"diteti",0,1
"dittatura",0,1
"ditto",0,1
"diventa",0,1
"diventare",0,1
"diver",0,1
"diverges",0,1
"diverse",0,1
"diversify",0,1
"diversion",0,1
"diversity",0,1
"divertido",0,1
"divide",0,1
"divine",1,1
"diving",1,1
"dizzy",-1,1
"dobry",0,1
"doc",0,1
"dock",0,1
"doctor",0,1
"dog's",0,1
"dogfish",0,1
"doings",0,1
"dolcemente",0,1
"dolido",0,1
"dollar",0,1
"dollars",0,1
"dolls",0,1
"dolore",0,1
"domande",0,1
"donde",0,1
"donkey",0,1
"donkeys",0,1
"dont",0,1
"doom",-1,1
"doomed",-1,1
"doordat",0,1
"doors",0,1
"doorstep",0,1
"dopey",0,1
"doppel",0,1
"doppelganger",0,1
"dorky",-1,1
"dornroschens",0,1
"dorothy's",0,1
"dott",0,1
"doubles",0,1
"douglas",0,1
"dovere",0,1
"dovra",0,1
"downright",0,1
"downsfordvale",0,1
"doyen",0,1
"doyle",0,1
"dozen",0,1
"dozens",0,1
"dracula",0,1
"dragoniana",0,1
"dramatics",0,1
"drank",0,1
"drape",0,1
"drastic",0,1
"drastically",0,1
"dreadful",-1,1
"dreamland",0,1
"dreamscapes",0,1
"drei",0,1
"dresses",0,1
"dries",0,1
"drifted",0,1
"driver",0,1
"drives",0,1
"driving",0,1
"drones",0,1
"drool",0,1
"drop",-1,1
"drove",0,1
"drum",0,1
"drumming",0,1
"drunk",-1,1
"dryer",0,1
"dst",0,1
"dtastically",0,1
"ducking",0,1
"ducks",0,1
"dug",0,1
"duh",0,1
"duke",0,1
"dullest",-1,1
"dumbest",-1,1
"dumped",-1,1
"dung",0,1
"dura",0,1
"durante",0,1
"duraron",0,1
"durmiente",0,1
"dusty",0,1
"duties",0,1
"duty",0,1
"dwarves",0,1
"dydm",0,1
"e.h",0,1
"eager",1,1
"eagerly",1,1
"eardrums",0,1
"earned",0,1
"earnings",0,1
"earns",0,1
"earth's",0,1
"earthen",0,1
"earthly",0,1
"earthquake",0,1
"easiest",1,1
"eater",0,1
"ebenfalls",0,1
"eccentrics",0,1
"eclectic",0,1
"ecological",0,1
"economy",0,1
"ecosystems",0,1
"ect",0,1
"eddie",0,1
"edelweiss",0,1
"edges",0,1
"edgier",0,1
"edging",0,1
"edgings",0,1
"edison",0,1
"editor",0,1
"editorial",0,1
"editors",0,1
"edizioni",0,1
"edna",0,1
"educacion",0,1
"educating",0,1
"educator",0,1
"edward",0,1
"edwardo",0,1
"eens",0,1
"eerily",0,1
"eerste",0,1
"effectively",1,1
"effectiveness",0,1
"efficiently",1,1
"efforts",0,1
"eftersom",0,1
"egalitarian",0,1
"egotistical",-1,1
"egregiously",0,1
"egypt",0,1
"eher",0,1
"eikonographese",0,1
"einai",0,1
"einen",0,1
"einer",0,1
"einmal",0,1
"einstein",0,1
"eintragt",0,1
"einzelnen",0,1
"ekplexe",0,1
"elaboradas",0,1
"elder",0,1
"elderly",0,1
"elders",0,1
"eldest",0,1
"eleccion",0,1
"electric",0,1
"electronic",0,1
"elects",0,1
"eliana",0,1
"eliminano",0,1
"eliminated",0,1
"elinor",0,1
"elise",0,1
"ellada",0,1
"ellipses",0,1
"ellis",0,1
"ello",0,1
"eloise",0,1
"eluded",0,1
"elves",0,1
"elvis",0,1
"embargo",0,1
"embark",0,1
"embarked",0,1
"embarrassing",-1,1
"embedded",0,1
"embittered",-1,1
"embodies",0,1
"embrace",1,1
"emergency",-1,1
"emergent",0,1
"emerges",0,1
"emily's",0,1
"emma's",0,1
"emocionante",0,1
"emocionarme",0,1
"empathy",0,1
"emphasizes",0,1
"empieza",0,1
"empties",-1,1
"emulates",0,1
"enacting",0,1
"enamored",0,1
"encanta",0,1
"enchanted",1,1
"encoded",0,1
"encompassing",0,1
"encouragement",1,1
"encyclopedia",0,1
"endeavor",0,1
"endorse",1,1
"endowment",0,1
"enduring",0,1
"enemy",-1,1
"energy",1,1
"enfocada",0,1
"engine",0,1
"engines",0,1
"england's",0,1
"engulfed",0,1
"enhance",0,1
"enid",0,1
"enlists",0,1
"enlivened",0,1
"enorm",0,1
"ensues",0,1
"ensure",1,1
"entails",0,1
"entender",0,1
"enterado",0,1
"entertain",1,1
"enthralled",0,1
"enthusiasm",1,1
"enticing",0,1
"entiendo",0,1
"entity",0,1
"entra",0,1
"entradas",0,1
"entrambe",0,1
"entrance",0,1
"entranced",0,1
"entrench",0,1
"entrepreneurs",0,1
"entretiene",0,1
"enttauscht",0,1
"enunciate",0,1
"envidia",0,1
"enviroments",0,1
"environments",0,1
"epilogue",0,1
"epiphany",0,1
"episode",0,1
"episodes",0,1
"episodic",0,1
"epistolary",0,1
"equates",0,1
"equestrian",0,1
"equilibri",0,1
"equiparables",0,1
"equipment",0,1
"eran",0,1
"erase",0,1
"erased",0,1
"erde",0,1
"erfahren",0,1
"eric",0,1
"erklaren",0,1
"err",0,1
"error",-1,1
"errors",-1,1
"ersatz",0,1
"erwartungen",0,1
"erzahlt",0,1
"esa",0,1
"esas",0,1
"escalates",0,1
"escalation",0,1
"escapes",1,1
"escapism",0,1
"escribanos",0,1
"escrito",0,1
"escritores",0,1
"escritos",0,1
"ese",0,1
"esempio",0,1
"eso",0,1
"espero",0,1
"espouses",0,1
"espressione",0,1
"esque",0,1
"essay",0,1
"essence",0,1
"essentially",0,1
"estaba",0,1
"estaban",0,1
"establish",0,1
"estado",0,1
"estando",0,1
"estante",0,1
"estar",0,1
"estate",0,1
"estimate",0,1
"estranee",0,1
"estrategia",0,1
"eternal",0,1
"ethereal",0,1
"ethically",0,1
"ethnic",0,1
"ethnicities",0,1
"etiket",0,1
"etwas",0,1
"eukhariste",0,1
"eukharisto",0,1
"euthanasia",0,1
"eve",0,1
"evenings",0,1
"eventual",0,1
"eventuale",0,1
"eventueel",0,1
"everything's",0,1
"evidence",0,1
"evidently",0,1
"evilly",-1,1
"evolucionan",0,1
"exact",0,1
"exactamente",0,1
"exactos",0,1
"exaggerated",-1,1
"exaggerating",-1,1
"exaggeration",0,1
"examine",0,1
"exceedingly",0,1
"excelling",1,1
"exceptional",0,1
"exceptions",0,1
"excerpt",0,1
"excitedly",1,1
"excites",1,1
"excluded",-1,1
"exclusively",0,1
"excused",0,1
"exemplified",0,1
"exemplifies",0,1
"exemplify",0,1
"exercicios",0,1
"exhausted",-1,1
"exhausting",-1,1
"exhibit",0,1
"exist",0,1
"existentes",0,1
"existentialist",0,1
"exit",0,1
"exotic",0,1
"expand",1,1
"expansion",0,1
"expectant",0,1
"expense",0,1
"expensive",0,1
"experiencias",0,1
"experiencing",0,1
"experimented",0,1
"explaination",0,1
"explicit",0,1
"explodes",0,1
"explorations",1,1
"explosive",0,1
"exponentially",0,1
"expose",-1,1
"exposed",-1,1
"exposure",0,1
"expressed",0,1
"extend",1,1
"extends",1,1
"extension",0,1
"extent",0,1
"extras",0,1
"exupa",0,1
"fablehaven",0,1
"fabric",0,1
"fabulosos",0,1
"facade",0,1
"facil",0,1
"facile",0,1
"facilities",0,1
"facthound",0,1
"factor",0,1
"fading",0,1
"fail",-1,1
"failing",-1,1
"failure",-1,1
"faintly",0,1
"fairgrounds",0,1
"fairytale",0,1
"fairytales",0,1
"faith",1,1
"falla",0,1
"famiglia",0,1
"familiarity",0,1
"famoso",0,1
"fanno",0,1
"fantasia",0,1
"farewell",0,1
"farfetched",0,1
"farid",0,1
"faring",0,1
"farlig",0,1
"farmer's",0,1
"farms",0,1
"farsi",0,1
"farts",0,1
"fascinated",1,1
"fascination",1,1
"fashion",0,1
"fastnade",0,1
"fastnar",0,1
"fathers",0,1
"faucet",0,1
"fav",1,1
"favola",0,1
"favole",0,1
"favorito",0,1
"fawn",0,1
"fearsome",-1,1
"feast",0,1
"feathers",0,1
"fed",0,1
"fedele",0,1
"feeble",-1,1
"feed",0,1
"feedlot",0,1
"feisty",0,1
"felicity",0,1
"fellow",0,1
"fenoglio",0,1
"feria",0,1
"ferret",0,1
"fete",0,1
"fiaba",0,1
"fick",0,1
"fickle",0,1
"fictitiously",0,1
"fiduciosa",0,1
"fiebrelectora.blogspot.com.es",0,1
"fifty",0,1
"fighter",1,1
"fights",-1,1
"figli",0,1
"figlio",0,1
"files",0,1
"fills",0,1
"filosofia",0,1
"fin",0,1
"finale",0,1
"financial",0,1
"finch",0,1
"findet",0,1
"finger",0,1
"finicky",0,1
"finnish",0,1
"fir",0,1
"fired",-1,1
"firefighters",0,1
"fires",0,1
"firewoman",0,1
"firsth",0,1
"firstplace",0,1
"fishtank",0,1
"fisica",0,1
"fist",0,1
"fits",0,1
"fixed",0,1
"flamboyantly",0,1
"flare",0,1
"flash",0,1
"flashlight",0,1
"flatbed",0,1
"flavorless",0,1
"flawed",-1,1
"flawless",1,1
"fleas",0,1
"flee",0,1
"flesh",0,1
"flew",0,1
"flexible",1,1
"flicka",0,1
"flies",0,1
"flight",0,1
"flippancy",0,1
"flipping",0,1
"flips",0,1
"flit",0,1
"float",0,1
"floden",0,1
"floors",0,1
"flor",0,1
"flora",0,1
"flora's",0,1
"florida",0,1
"flowers",0,1
"flowing",0,1
"flows",0,1
"fluff",0,1
"fluffy",0,1
"fluid",0,1
"flushing",0,1
"flussig",0,1
"flyga",0,1
"foe",-1,1
"foisting",0,1
"fold",0,1
"foliage",0,1
"folja",0,1
"fondly",1,1
"fondo",0,1
"font",0,1
"foodstuffs",0,1
"football",0,1
"footnotes",0,1
"footsie",0,1
"footsteps",0,1
"foray",0,1
"forces",0,1
"foreshadow",0,1
"foreward",0,1
"forgery",0,1
"forgiven",1,1
"fork",0,1
"formar",0,1
"formatted",0,1
"formatting",0,1
"forme",0,1
"formidable",0,1
"forms",0,1
"forsvinner",0,1
"fortunately",0,1
"forums.onlinebookclub.org",0,1
"forvred",0,1
"forvrider",0,1
"foster",0,1
"fowler",0,1
"foyer",0,1
"fractured",0,1
"fragezeichen",0,1
"fragment",0,1
"fragmented",0,1
"frail",0,1
"frame",0,1
"frames",0,1
"framing",0,1
"frank",0,1
"frankenstein",0,1
"frankly",0,1
"fraser's",0,1
"frasi",0,1
"fraternity",0,1
"frau",0,1
"frazee",0,1
"freakin",0,1
"freaking",-1,1
"fred",0,1
"fredda",0,1
"frederick",0,1
"freely",1,1
"freundschaft",0,1
"friendliness",1,1
"friendship.my",0,1
"friendship's",0,1
"friendships",1,1
"frightens",-1,1
"frisby's",0,1
"frisky",1,1
"frost",0,1
"fruition",0,1
"fruitless",0,1
"fruits",0,1
"frustaded",0,1
"frustation",0,1
"frustazione",0,1
"frustration",-1,1
"frwq",0,1
"frwsh",0,1
"frying",0,1
"fs",0,1
"fuel",0,1
"fuerza",0,1
"fui",0,1
"fulfill",1,1
"fulfilling",0,1
"fuming",-1,1
"fund",0,1
"fundamentales",0,1
"funk",0,1
"funke",0,1
"funky",-1,1
"funneled",1,1
"furry",0,1
"fuss",0,1
"fussstapfen",0,1
"fussy",0,1
"fuzzy",0,1
"ga",0,1
"ga'hoole",0,1
"gaat",0,1
"gabe",0,1
"gables",0,1
"gags",0,1
"gail",0,1
"gaiman's",0,1
"gaining",1,1
"galleries",0,1
"gallery",0,1
"gamble",0,1
"gamekeeper",0,1
"gammal",0,1
"ganga",0,1
"ganging",0,1
"ganjaran",0,1
"gannett",0,1
"gannon",0,1
"ganz",0,1
"garb",0,1
"garbage",0,1
"gardener",0,1
"gasp",0,1
"gatefold",0,1
"gay",0,1
"geared",0,1
"gebeurtenissen",0,1
"gebruiken",0,1
"geeignet",0,1
"geeky",-1,1
"geen",0,1
"geese",0,1
"geez",0,1
"gefehlt",0,1
"gehabt",0,1
"gehad",0,1
"gehalten",0,1
"gehaltenen",0,1
"gehirn",0,1
"gekocht",0,1
"geleden",0,1
"geleend",0,1
"gelungen",0,1
"gem",0,1
"gemacht",0,1
"generic",0,1
"generous",1,1
"genie",0,1
"genoeg",0,1
"genom",0,1
"gentleman",0,1
"genug",0,1
"georgia",0,1
"ger",0,1
"germs",0,1
"gesagt",0,1
"geschrieben",0,1
"gestossen",0,1
"gewunscht",0,1
"gia",0,1
"giacche",0,1
"giant",0,1
"giant's",0,1
"giggling",1,1
"gilbert",0,1
"gimme",0,1
"gimmick",0,1
"gimmicky",0,1
"gingerbread",0,1
"gingko",0,1
"giochi",0,1
"giovani",0,1
"giusto",0,1
"giveaway",0,1
"givens",0,1
"gladdening",0,1
"glance",0,1
"glanced",0,1
"glaser",0,1
"glaubhaft",0,1
"glaze",0,1
"gleiches",0,1
"glimpse",0,1
"glitch",0,1
"glittrigt",0,1
"global",0,1
"globe",0,1
"glom",0,1
"gloria",0,1
"glorify",1,1
"glossy",0,1
"glp",0,1
"gluck",0,1
"gobble",0,1
"gobbled",0,1
"goccia",0,1
"god's",0,1
"goda",0,1
"godmother",0,1
"gold",0,1
"goldberg",0,1
"goldfish",0,1
"goldrake",0,1
"golf",0,1
"goodhearted",0,1
"goodies",0,1
"goodreads",0,1
"goody",0,1
"googled",0,1
"goos",0,1
"goose",0,1
"gooseberry",0,1
"gor",0,1
"gore",0,1
"gotico",0,1
"gotta",0,1
"gouache",0,1
"governess",0,1
"gr",0,1
"gra",0,1
"grabado",0,1
"grabenstein",0,1
"grabs",0,1
"graceful",1,1
"gradually",0,1
"graduate",0,1
"graduated",0,1
"graduating",0,1
"grainy",0,1
"grammar",0,1
"grammatical",0,1
"grandchildren",0,1
"granddaughter",0,1
"grandma's",0,1
"grandpa's",0,1
"grandx5",0,1
"grannar",0,1
"grant",1,1
"graph",0,1
"graphic",0,1
"graphics",0,1
"gravely",-1,1
"gray",0,1
"graze",0,1
"grazie",0,1
"greatly",0,1
"greeeeg",0,1
"greener",0,1
"greenwillow",0,1
"greg",0,1
"greg's",0,1
"gregor",0,1
"gretel",0,1
"grey",1,1
"greyness",0,1
"grief",-1,1
"grieves",-1,1
"grieving",-1,1
"grimace",-1,1
"grimy",-1,1
"grin",1,1
"grinch",0,1
"grinder",0,1
"gripping",0,1
"grittier",0,1
"groan",0,1
"groceries",0,1
"groomed",0,1
"groot",0,1
"groove",0,1
"grosse",0,1
"grossen",0,1
"grosser",-1,1
"grosses",-1,1
"grottesco",0,1
"groundbreaking",0,1
"grounds",0,1
"grumply",0,1
"grumpy",0,1
"grundidee",0,1
"gryb",0,1
"guard",0,1
"guarda",0,1
"guardians",0,1
"gud",0,1
"guerra",0,1
"guerre",0,1
"guessing",0,1
"guide",0,1
"guiding",0,1
"guillermo",0,1
"guitar",0,1
"gullible",-1,1
"gum",0,1
"gunfire",0,1
"guru",0,1
"gut",0,1
"guter",0,1
"guzel",0,1
"gym",0,1
"h3",0,1
"habe",0,1
"haben",0,1
"habido",0,1
"habit",0,1
"habitat",0,1
"habitats",0,1
"habits",0,1
"hablado",0,1
"hacia",0,1
"haciendolo",0,1
"hahaha",1,1
"hahahahahaha",0,1
"hal",0,1
"halaman",0,1
"haller",0,1
"hallie",0,1
"hallways",0,1
"halt",0,1
"ham",0,1
"hambrushina",0,1
"hamburgers",0,1
"hamilton's",0,1
"hammer",0,1
"handcocks",0,1
"handen",0,1
"handful",0,1
"handicaps",0,1
"handlar",0,1
"handled",0,1
"handmade",0,1
"handsome",1,1
"handy",0,1
"hang",0,1
"hangen",0,1
"hangout",0,1
"hangs",0,1
"hanoverian",0,1
"hansel",0,1
"hanya",0,1
"hapless",-1,1
"harassment",-1,1
"harboring",0,1
"hardships",0,1
"hardy",1,1
"harga",0,1
"hari",0,1
"harika",0,1
"haring",0,1
"harinya",0,1
"harlock",0,1
"harper",0,1
"hasnt",0,1
"hastily",0,1
"hatch",0,1
"hatched",0,1
"hatches",0,1
"hatchlings",0,1
"hater",-1,1
"hates",-1,1
"hati",0,1
"hating",-1,1
"hatter",0,1
"haunt",-1,1
"haunts",-1,1
"hauptfiguren",0,1
"haven",0,1
"hayan",0,1
"hazel's",0,1
"hca",0,1
"hcpl",0,1
"headed",0,1
"headmistress",0,1
"heartbreaking",-1,1
"heartily",0,1
"heaved",0,1
"heaven",1,1
"heavily",0,1
"heb",0,1
"hebben",0,1
"hedge",0,1
"hee",0,1
"heel",0,1
"hehe",0,1
"height",0,1
"heir",0,1
"helmet",0,1
"helpless",-1,1
"hemisphere",0,1
"hemma",0,1
"hemos",0,1
"hendricks",0,1
"henne",0,1
"henri",0,1
"herausgeholt",0,1
"herbivores",0,1
"heretical",0,1
"hermano",0,1
"hermione",0,1
"hermit",0,1
"heroic",1,1
"heroines",1,1
"heroism",1,1
"herpetologist",0,1
"hesitate",-1,1
"hesitated",-1,1
"heti",0,1
"hey",0,1
"hice",0,1
"hicieron",0,1
"hickory",0,1
"hideously",0,1
"hidey",0,1
"hiding",-1,1
"hieroglyphs",0,1
"highlighter",0,1
"highlights",0,1
"highton",0,1
"hija",0,1
"hike",0,1
"hikes",0,1
"hilariously",0,1
"hills",0,1
"hillside",0,1
"hind",0,1
"hindquarters",0,1
"hinting",0,1
"hipnosis",0,1
"hipnotizado",0,1
"hippie",0,1
"hippo",0,1
"hispanic",0,1
"hissed",0,1
"historias",0,1
"hitchcock",0,1
"hitta",0,1
"hitting",0,1
"hjarta",0,1
"hjartan",0,1
"hmmn",0,1
"hobby",0,1
"hodnotit",0,1
"hoewel",0,1
"hogsmeade",0,1
"hohe",0,1
"hohl",0,1
"hokey",0,1
"holding",0,1
"holes",0,1
"hollywood",0,1
"holsteins",0,1
"homeschooling",0,1
"homey",0,1
"homicidal",0,1
"homily",0,1
"hon",0,1
"hones",0,1
"honoring",1,1
"honors",1,1
"hoo",0,1
"hood",0,1
"hooked",0,1
"hop",0,1
"hopeful",1,1
"hopelessness",-1,1
"hopes",1,1
"hopping",0,1
"horacek",0,1
"horizons",0,1
"horn",0,1
"horne",0,1
"horrified",-1,1
"horrors",-1,1
"hospitable",0,1
"hosted",0,1
"household",0,1
"houses",0,1
"hover",0,1
"hoy",0,1
"htb",0,1
"https",0,1
"hubby",0,1
"huella",0,1
"huh",0,1
"hull",0,1
"hum",0,1
"humana",0,1
"humane",0,1
"humanly",0,1
"humour",1,1
"hunch",0,1
"hund",0,1
"hunting",0,1
"hurdles",0,1
"hurra",0,1
"hurray",1,1
"hurried",0,1
"hurting",-1,1
"husband's",0,1
"hush",0,1
"hut",0,1
"hutmachers",0,1
"hypno",0,1
"hypnotize",0,1
"hypnotizing",0,1
"hyyeche",0,1
"ice",0,1
"icin",0,1
"iconic",0,1
"idag",0,1
"ideaal",0,1
"idealized",1,1
"idee",0,1
"identification",0,1
"identifying",0,1
"identities",0,1
"idolizes",0,1
"idoneo",0,1
"ignatius",0,1
"ignore",-1,1
"ihan",0,1
"ihm",0,1
"ihn",0,1
"illegal",-1,1
"illicit",0,1
"illness",-1,1
"illuminated",0,1
"illustrate",0,1
"illustrates",0,1
"illustrating",0,1
"illustrative",0,1
"illustrators",0,1
"ilse",0,1
"ilustraciones",0,1
"ilustracoes",0,1
"ilustrasi",0,1
"imaginacao",0,1
"imaginitive",0,1
"imaginography",0,1
"imelda",0,1
"imitate",0,1
"imitating",0,1
"immaginare",0,1
"immaginate",0,1
"immigrants",0,1
"immigration",0,1
"imminent",0,1
"imo",0,1
"imogene's",0,1
"impactful",0,1
"impeccable",0,1
"impegna",0,1
"impending",0,1
"imperfect",-1,1
"impish",0,1
"implicitly",0,1
"importantes",0,1
"importantly",1,1
"imposible",0,1
"impression",1,1
"impressions",1,1
"imprint",0,1
"improved",1,1
"impulsi",0,1
"inadatto",0,1
"inane",0,1
"inanimate",0,1
"inanities",0,1
"incapable",-1,1
"incest",0,1
"inches",0,1
"inciden",0,1
"incident",0,1
"incidents",0,1
"inclusion",0,1
"incomprensibili",0,1
"inconclusive",0,1
"inconsistencies",0,1
"inconsistent",0,1
"incorporates",0,1
"increase",1,1
"increased",1,1
"incredibile",0,1
"indecision",-1,1
"indefinitely",0,1
"indentations",0,1
"independence",0,1
"indepth",0,1
"index",0,1
"indian",0,1
"individuale",0,1
"individuals",0,1
"inducing",0,1
"indue",0,1
"inedible",0,1
"infantiles",0,1
"infidelity",0,1
"influence",0,1
"influenced",0,1
"inform",0,1
"informasi",0,1
"informed",0,1
"informs",0,1
"infuriating",-1,1
"infused",0,1
"ingalls",0,1
"ingenious",0,1
"ingenuity",0,1
"inglese",0,1
"ingleside",0,1
"ingredient",0,1
"ingredients",0,1
"inhabit",0,1
"inhabited",0,1
"inibita",0,1
"inicio",0,1
"initial",0,1
"initiate",0,1
"inizia",0,1
"injured",-1,1
"injustice",-1,1
"ink",0,1
"innate",0,1
"innocently",1,1
"innovation",1,1
"inoffensive",0,1
"inquisitive",1,1
"insanity",-1,1
"inscrutable",0,1
"insect",0,1
"insert",0,1
"insgesamt",0,1
"insieme",0,1
"insignificance",0,1
"insipid",-1,1
"insist",0,1
"insisto",0,1
"insists",0,1
"insomma",0,1
"inspires",1,1
"inspiring",1,1
"install",0,1
"institute",0,1
"instrument",0,1
"instruments",0,1
"insult",-1,1
"insulted",-1,1
"integral",0,1
"intelletto",0,1
"intelligenti",0,1
"intending",0,1
"intends",0,1
"intensity",0,1
"intention",0,1
"inter",0,1
"interactive",0,1
"interacts",0,1
"interessant",0,1
"interesse",0,1
