"","id","text","rating","afinn","lsd","vader","sums"
"889",889,"Other than flashes of Michael Scott from the office, the serious candidates are shining through.  Next debate should have 5. #GOPDebates","Neutral",0,0,-0.077,0.154
"709",709,"RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! ","Neutral",-0.333,-0.333,-0.407,0.148
"122",122,"RT @BryanLowry3: Reminder that Common Core was not created by the federal government. Was created by Natl. Governors Association. ","Neutral",0,0,0.067,0.134
"299",299,"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates","Positive",0,0,0.052,0.104
"81",81,"RT @ChadPergram: Cruz: We need a commander in chief who makes clear if you join ISIS, then you are signing your death warrant. #GOPDebate","Positive",0,0,-0.026,0.052
"3",3,"Looking at @Wonkette's liveblog from the ","Positive",0,0,0,0
"4",4,"Ben Carson at last night's ","Positive",0,0,0,0
"6",6,"Summary of @realDonaldTrump at ","Neutral",0,0,0,0
"7",7,"RT @ThePatriot143: Hey @Foxnews can you let us Rep digest the ","Negative",0,0,0,0
"8",8,"RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. ","Negative",0,0,0,0
"21",21,"@FoxNews ","Positive",0,0,0,0
"23",23,"","Neutral",0,0,0,0
"24",24,"RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the ","Negative",0,0,0,0
"35",35,"Not one question about ","Neutral",0,0,0,0
"38",38,"I didn't watch the ","Neutral",0,0,0,0
"42",42,"Why did I have to be at a campground on the day of the first ","Positive",0,0,0,0
"44",44,"RT @alilihay: I would also prefer that my uterus isn't registered with Washington ","Negative",0,0,0,0
"49",49,"Jalisco Cartel (from Sinaloa Cartel) shot down a Cougar Helicopter of the mexican army with a missile launcher ","Neutral",0,0,0,0
"52",52,"RT @patriotmom61: Rick Santorum at The Des Moines Register soapbox https://t.co/hfqVXAiqPh A boatrocker who got things done. ","Positive",0,0,0,0
"58",58,"RT @sampuzzo: @Progress4Ohio @DavidJWhite640 my take on the ","Positive",0,0,0,0
"62",62,"RT @MediaBoobs: ","Positive",0,0,0,0
"63",63,"The #GOPDebate as theater, made-for-TV (&amp; web) drama, (and, duh) reality TV, via @CharlesMcNulty @latimes http://t.co/lTZD4fxR8b","Neutral",0,0,0,0
"64",64,"@HuntsmanAbby @SIRIUSXM @PeteDominick @krystalball ","Neutral",0,0,0,0
"65",65,"Dr. Carson being used as the emissary of the blacks again. ","Neutral",0,0,0,0
"67",67,"Video: Gallery Sessions | @archerone ","Neutral",0,0,0,0
"68",68,"RT @goldietaylor: Commercial break! ","Neutral",0,0,0,0
"74",74,"RT @GogoAleee: IG Deleted DD Account after we participated in the ","Negative",0,0,0,0
"75",75,"If there's one thing to take away from last night's ","Neutral",0,0,0,0
"80",80,"RT @ngomsiv: Donald Trump on the border last week ","Neutral",0,0,0,0
"85",85,"RT @WhitneyNeal: Crickets from ","Neutral",0,0,0,0
"86",86,"RT @usedtobgop: I don't know about anyone else but think last night ","Negative",0,0,0,0
"90",90,"RT @ItsShoBoy: ","Neutral",0,0,0,0
"91",91,"","Neutral",0,0,0,0
"92",92,"Why's THIS the most retweeted comment of the ","Positive",0,0,0,0
"95",95,"Next ","Neutral",0,0,0,0
"96",96,"17 candidates, 2 debates, 1 Donald Trump and plenty to fact-check http://t.co/4n6wgnunHN #tcot #p2 #GOPClownCar #GOPDebate #KidsTableDebate","Neutral",0,0,0,0
"97",97,"RT @BenSwann_: @ScottWalker ""Russia and China probably know more about @HillaryClinton email than the U.S. Congress"" #GOPDebate","Negative",0,0,0,0
"98",98,"""Only Rosie O'Donnell..."" - Donald Trump #GOPDebate","Neutral",0,0,0,0
"107",107,"5 Major Takeaways from the ","Neutral",0,0,0,0
"113",113,"MT:@ peddoc63: My how times have changed....
""Pieter_Gericke #tcot #PJNET #RedNationRising #GOPDebate http://t.co/KJ1xKUSMlk","Neutral",0,0,0,0
"116",116,"Last night's ","Neutral",0,0,0,0
"117",117,"","Positive",0,0,0,0
"119",119,".@WSJ and here is what viewers actually listened to during the ","Neutral",0,0,0,0
"120",120,"In ","Positive",0,0,0,0
"123",123,"RT @RealTomSongs: 1st  ","Neutral",0,0,0,0
"132",132,"RT @lmahoneybee: ","Negative",0,0,0,0
"135",135,"Surrounding herself with ","Neutral",0,0,0,0
"138",138,"Bernie Sanders live-tweeting the ","Neutral",0,0,0,0
"140",140,"","Negative",0,0,0,0
"144",144,"RT kayleymelissa: ","Neutral",0,0,0,0
"145",145,"RT @CovinoandRich: Who will have the bigger boobs? ","Neutral",0,0,0,0
"146",146,"The ","Neutral",0,0,0,0
"147",147,"","Neutral",0,0,0,0
"148",148,"Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates","Neutral",0,0,0,0
"150",150,"Obama's Mid-East Policy Supp http://t.co/FiNCBJ3pos  ","Neutral",0,0,0,0
"155",155,"2016 PREDICTION: 

Clinton 43.0% 
Bush 37.5% 
Trump 18.9% 

(millions don't vote b/c Bush is a RINO)

https://t.co/BDSp6iG77V

#GOPDebate","Positive",0,0,0,0
"159",159,"RT @RMConservative: .@marcorubio voted against amdt to build the fence b4 implementation of amnesty http://t.co/5guj7PE5Ei ","Neutral",0,0,0,0
"163",163,"","Negative",0,0,0,0
"164",164,"","Positive",0,0,0,0
"166",166,"""Social issues... next.""

Uh oh.

#GOPdebates http://t.co/8LveUHTJuj","Neutral",0,0,0,0
"174",174,"RT @ironghazi: Finally someone talking about the real issues ","Negative",0,0,0,0
"176",176,"RT @kwrcrow: ","Neutral",0,0,0,0
"177",177,"RT @slaboe: [VIDEO] http://t.co/taPH65klje
@CarlyFiorina Rocks the 1st Round of #GOPDebate #Carly2016 http://t.co/3L7YiMjXDL","Positive",0,0,0,0
"179",179,"Lets face it - this debate is really about ","Positive",0,0,0,0
"180",180,"Trumptastic ","Positive",0,0,0,0
"187",187,"RT @jerrydoyle: Dust up between @RandPaul and @ChrisChristie at the ","Neutral",0,0,0,0
"188",188,"RT @Bipartisanism: Ben Carson spoke about science at the ","Neutral",0,0,0,0
"189",189,"having @hannibalburess RT me might have made this and all ","Neutral",0,0,0,0
"190",190,"Less than 24 hours after ","Neutral",0,0,0,0
"192",192,"RT @fackinpeter: .@Sherrod_Small Ben Carson just plugged ","Neutral",0,0,0,0
"193",193,"@realDonaldTrump on point with response to @megynkelly ""When did you become a Republican? "" #GOPDebate","Positive",0,0,0,0
"197",197,"RT @mtranquilnight: ","Positive",0,0,0,0
"199",199,"RT @SupermanHotMale: I'm popeye the sailor man... ","Neutral",0,0,0,0
"200",200,"RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ","Negative",0,0,0,0
"203",203,"RT @jacbrew: Interviewed some candidates before the ","Neutral",0,0,0,0
"204",204,"RT @JulieWeise: ","Neutral",0,0,0,0
"206",206,"Last night's ","Neutral",0,0,0,0
"209",209,"RT @gov: Most-Tweeted ","Negative",0,0,0,0
"211",211,"You wanna tax pimps?! ","Neutral",0,0,0,0
"212",212,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0,0
"213",213,"Voices in my head question. ","Neutral",0,0,0,0
"215",215,"Scientific Studies and ","Negative",0,0,0,0
"217",217,"RT @benwikler: So, was @SenSchumer throwing his hat in the #GOPDebate ring by coming out on the GOP side of the #IranDeal debate tonight?","Neutral",0,0,0,0
"219",219,"RT @ykhong: Instagram took down @dreamdefenders website for posting real quotes from the ","Neutral",0,0,0,0
"222",222,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0,0
"225",225,"RT @_KingMalcolm: I am pro life unless a cop is involved - GOP candidates ","Neutral",0,0,0,0
"239",239,"Drinking and watching the ","Neutral",0,0,0,0
"240",240,"","Negative",0,0,0,0
"241",241,"RT @TeasyRoosevelt: I can't believe I watched ","Neutral",0,0,0,0
"242",242,"The only person in ","Positive",0,0,0,0
"246",246,"RT @KennedyNation: ","Positive",0,0,0,0
"247",247,"RT @monaeltahawy: Can someone send this to ","Negative",0,0,0,0
"249",249,"@IngrahamAngle ""@CarlyFiorina ran away with it."" #GOPDebate #Carly2016 https://t.co/8AQYJ9bYOr","Neutral",0,0,0,0
"251",251,"@AlyonaMink is unpacking the ","Positive",0,0,0,0
"255",255,"2016 bender starts now ","Neutral",0,0,0,0
"256",256,"RT @Wrschgn: ","Neutral",0,0,0,0
"258",258,"RT @KyleAlexLittle: ""A movement back to the 1800's"" #GOPDebates","Negative",0,0,0,0
"264",264,"RT @goldietaylor: Huckabee. ","Negative",0,0,0,0
"265",265,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0,0
"266",266,"","Negative",0,0,0,0
"267",267,"","Positive",0,0,0,0
"268",268,"RT @PerezHilton: While you were watching the ","Neutral",0,0,0,0
"270",270,"RT @CBSLAElsa: One of our producers spied me in the newsroom indulging in tonight's ","Neutral",0,0,0,0
"271",271,"The second most-retweeted presidential candidate Tweet of the ","Positive",0,0,0,0
"277",277,"RT @benshapiro: $1,000 says CNN will not question Democratic candidates this way. #GOPDebate","Neutral",0,0,0,0
"279",279,"On ","Neutral",0,0,0,0
"281",281,"Where can I watch the ","Positive",0,0,0,0
"282",282,"blahahaha, the fix is on on the democrats side even bigger . Hillary is the democrat's ""Bob Dole""
#GOPDebate 
#Democrat","Negative",0,0,0,0
"287",287,"RT @auxty: cmon ","Neutral",0,0,0,0
"296",296,"RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. ","Negative",0,0,0,0
"297",297,"After the undercard debates I'd say only two should stay in the race are:  Carly Fiorina and Bobby Jindal.  ","Positive",0,0,0,0
"298",298,"RT @DaTechGuyblog: Advice to each GOP candidate in order of how I think they finished 10th place Jeb Bush Get a pulse in a hurry ","Neutral",0,0,0,0
"300",300,"@FreeAmerican100 @LibertarianWing @RandPaul @RonPaul ","Negative",0,0,0,0
"301",301,"RT @Daenerys: Listening to the ","Negative",0,0,0,0
"303",303,"S/O to ","Negative",0,0,0,0
"304",304,"@sallykohn @megynkelly Megyn you are now officially charted on the Moonbat Hit Parade.  
#MegynKelly #GOPDebate","Positive",0,0,0,0
"306",306,"Charlie how did ","Negative",0,0,0,0
"311",311,".@megynkelly Megyn Candy Crowley Kelly. Enough said. ","Neutral",0,0,0,0
"313",313,"","Neutral",0,0,0,0
"314",314,"Ended up last night at the Renaissance with some of the RNC at a private event. One way to end the night! ","Neutral",0,0,0,0
"315",315,"RT @b140_tweet: Does this remind  you of ","Positive",0,0,0,0
"316",316,"As usual, @Peggynoonannyc very insightful on the #GOPDebate candidates: http://t.co/4yp5VfABjq","Positive",0,0,0,0
"331",331,"As far as individual performances at ","Neutral",0,0,0,0
"332",332,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0,0
"335",335,"RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ","Neutral",0,0,0,0
"336",336,"FEEL THE BERN @SenSanders : ) ","Positive",0,0,0,0
"345",345,"Watching the ","Neutral",0,0,0,0
"347",347,"That Bruce @springsteen performance on The @TheDailyShow topped anything the ","Neutral",0,0,0,0
"350",350,"Does Marco Rubio wear Invisalign? ","Negative",0,0,0,0
"353",353,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0,0
"356",356,"Jeb: My father was...OH NEVERMIND. Parenting is so overrated. ","Negative",0,0,0,0
"358",358,"RT @FoxNewsMom: I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5","Negative",0,0,0,0
"359",359,"RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton ","Positive",0,0,0,0
"367",367,"As Canadian leaders debated, Trump was producing the wildest show in politics http://t.co/MejxXpzG1V #US #USA #USpoli #GOP #GOPdebate","Negative",0,0,0,0
"370",370,"RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton ","Negative",0,0,0,0
"373",373,"","Negative",0,0,0,0
"376",376,"RT @Jackie_Pepper: ","Negative",0,0,0,0
"381",381,"RT @TPEquality: Gay rights opponent Rick Santorum says during ","Negative",0,0,0,0
"382",382,"Those following the ","Neutral",0,0,0,0
"386",386,"Thinking about getting tickets to next month's ","Neutral",0,0,0,0
"387",387,"@megynkelly Did @CandyCrowley coach you for last nights ","Positive",0,0,0,0
"388",388,"rubio is off the radar  

#gopdebate @NRO @AlexConant @marcorubio","Negative",0,0,0,0
"391",391,"RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ","Negative",0,0,0,0
"393",393,"RT @Wendie07: ","Negative",0,0,0,0
"394",394,"","Positive",0,0,0,0
"397",397,"RT @Popehat: ","Neutral",0,0,0,0
"403",403,"RT @GhesheS: ","Negative",0,0,0,0
"405",405,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0,0
"406",406,"RT @Muxywithmoxie: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 ","Negative",0,0,0,0
"410",410,"RT @UniteBlueWI: ","Neutral",0,0,0,0
"415",415,"RT @Sweetpea593: ","Positive",0,0,0,0
"416",416,"RT @WayneDupreeShow: From earlier tonight on FB from @MarkLevinShow

#GOPDebate http://t.co/ilnovJU2a9","Neutral",0,0,0,0
"417",417,"https://t.co/pp6uzVFqQl #DonaldTrump ""I've given him plenty of money"" #TrumpWon #GOPDebate","Neutral",0,0,0,0
"420",420,"","Positive",0,0,0,0
"426",426,"RT @goldietaylor: Huckabee. ","Negative",0,0,0,0
"427",427,"RT @goldietaylor: Commercial break! ","Positive",0,0,0,0
"428",428,"","Positive",0,0,0,0
"433",433,"Obviously watching @TheDailyShow. There will be plenty other ","Neutral",0,0,0,0
"434",434,"RT @johneberkowitz: This sums up the ","Negative",0,0,0,0
"439",439,"RT @Marmel: ""My mother worked...""
- Nobody 
#GOPDebate","Negative",0,0,0,0
"440",440,"","Negative",0,0,0,0
"446",446,"I would've watched the ","Neutral",0,0,0,0
"447",447,"RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ","Neutral",0,0,0,0
"448",448,"@rushlimbaugh You are so ","Positive",0,0,0,0
"452",452,"RT @goldietaylor: Commercial break! ","Negative",0,0,0,0
"458",458,"@GovernorPerry Who the heck is Ronald Raven? ","Negative",0,0,0,0
"460",460,"RT @HillaryClinton: Watch the ","Negative",0,0,0,0
"461",461,"RT @afroCHuBBZ: For more information visit http://t.co/8aUPR2VS6Z ","Negative",0,0,0,0
"462",462,"@FoxNews I Am Listening To A  Radio Station.
They Are Calling In A/B The #GOPDebate #BlackFolks
Gave You A #GOPFail #Cleveland #OHIO","Neutral",0,0,0,0
"470",470,"RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. ","Negative",0,0,0,0
"473",473,"RT @richarddeitsch: .@FrankBruni on ","Positive",0,0,0,0
"476",476,"7 takeaways on the ","Negative",0,0,0,0
"478",478,"","Negative",0,0,0,0
"482",482,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0,0
"483",483,"WFIE 14 NEWS ARE U GOING TO REPORT NEWS AFFECT'N OUR NATION? https://t.co/bdXB2VkyQw via @YouTube @RealAlexJones ","Negative",0,0,0,0
"488",488,"Trump is anti-fragile
 #gopdebate 
#Trump
#trumpdebate","Negative",0,0,0,0
"490",490,"RT @darth: so apparently the candidates are arriving at the debate site

#GOPDebate http://t.co/GeXsjxrct3","Negative",0,0,0,0
"494",494,"@realDonaldTrump any thoughts on this claim? ","Neutral",0,0,0,0
"500",500,"""Donald #Trump: of all the Donald Trumps in the world, you're the Donald Trumpiest !"" http://t.co/E2rBoZ1Zwy 
@realDonaldTrump #gopdebate","Negative",0,0,0,0
"503",503,"Why would you talk about Obama's foreign policy when the moderator asked what you would do ","Neutral",0,0,0,0
"508",508,"RT @FreedomTexasMom: I'd say ","Neutral",0,0,0,0
"509",509,"RT @Beem_Skeem: ","Positive",0,0,0,0
"510",510,"@BruceBartlett @JesseLaGreca  ","Positive",0,0,0,0
"515",515,"RT @goldietaylor: Commercial break! ","Neutral",0,0,0,0
"517",517,"Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 ","Negative",0,0,0,0
"519",519,"","Neutral",0,0,0,0
"521",521,"","Negative",0,0,0,0
"524",524,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0,0
"533",533,"RT @Torchie123: This guy got the real shaft in the #GopDebate tonight.
WHY IS THAT? 
# http://t.co/zw8jUPqP11","Positive",0,0,0,0
"535",535,"1:34:49. Aaaaand about the question? ","Neutral",0,0,0,0
"540",540,"RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the ","Neutral",0,0,0,0
"541",541,"","Negative",0,0,0,0
"544",544,"RT @NickSylian: From today to the time the next president has one year in office ","Positive",0,0,0,0
"545",545,"I should have taken a speed reading course to keep up with my timeline tonight. ","Neutral",0,0,0,0
"546",546,"RT @goldietaylor: Huckabee. ","Negative",0,0,0,0
"548",548,"RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton ","Neutral",0,0,0,0
"551",551,"I guess yesterday's ","Positive",0,0,0,0
"552",552,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0,0
"558",558,"RT @moneyries: The 2 most-retweeted presidential candidate Tweets of the ","Neutral",0,0,0,0
"560",560,"RT @mddems: Print out your Bingo Cards! @GOP ","Neutral",0,0,0,0
"563",563,"RT @BeachPeanuts: Jeb is so pro-life he made the Stand Your Ground law possible. ","Neutral",0,0,0,0
"574",574,"They obviously didn't get the memo about ","Negative",0,0,0,0
"581",581,"","Neutral",0,0,0,0
"585",585,"and the tsunami of ","Neutral",0,0,0,0
"587",587,"@RealBenCarson to @realDonaldTrump: Being a billionaire isn't exactly brain surgery though, is it? https://t.co/kGZnJmYKX7 #GOPDebate","Neutral",0,0,0,0
"588",588,"RT @dave_gosh: ","Neutral",0,0,0,0
"591",591,"RT @TheVGBlog: ","Negative",0,0,0,0
"592",592,"RT @FWD_us: ","Positive",0,0,0,0
"593",593,".@BorowitzReport assesses Walker's #GOPDebate performance, via @NewYorker: http://t.co/87P5EeW8W7","Positive",0,0,0,0
"594",594,"RT @AnneBayefsky: ","Negative",0,0,0,0
"595",595,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates","Negative",0,0,0,0
"597",597,"I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5","Neutral",0,0,0,0
"601",601,"RT @DemsRRealRacist: Trump keeps trying to make definitive statements when the ","Positive",0,0,0,0
"602",602,"RT @catie__warren: ""Pack your swimsuit, Billy. Mama is taking you to the White House."" #GOPDebate http://t.co/6t2PWpyiX1","Neutral",0,0,0,0
"604",604,"RT @mattgubser Didn't watch the ","Negative",0,0,0,0
"606",606,"","Neutral",0,0,0,0
"615",615,"Fact check on ","Neutral",0,0,0,0
"616",616,"Candidate talk time. ","Neutral",0,0,0,0
"621",621,"RT @mydaughtersarmy: 4 different pictures. 4 different subjects. 
1 very obvious similarity. 

#GOPDebate 
http://t.co/N2yIXEoKoW","Negative",0,0,0,0
"624",624,"I took the temperature of DC's bars for all you who watched the ","Negative",0,0,0,0
"626",626,"RT @4BillLewis: ","Neutral",0,0,0,0
"634",634,"","Neutral",0,0,0,0
"639",639,"U.S. military spending vs other nations via @washingtonpost http://t.co/vBPXF8hqRF ","Neutral",0,0,0,0
"641",641,"RT @SouthernHomo: The candidates to each other once the ","Negative",0,0,0,0
"642",642,"One word for ","Neutral",0,0,0,0
"644",644,"THESE PEOPLE NEED TO HAVE A SEAT!! ","Neutral",0,0,0,0
"645",645,"RT @nascarcasm: WHAT WE LEARNED: Ronda Rousey can knock someone out in less time than it takes for a politician to answer a question. ","Neutral",0,0,0,0
"649",649,"Watching the ","Neutral",0,0,0,0
"651",651,"At ","Neutral",0,0,0,0
"652",652,"RT @GtownHeckler: Huckabee: ""I'm actually boys with G-d, and he's telling me he didn't say any of this to any of these guys."" #GOPDebate","Neutral",0,0,0,0
"653",653,"BHeartland thoughts on ","Neutral",0,0,0,0
"654",654,"","Neutral",0,0,0,0
"656",656,"Since @FoxNews wants to talk about campaign donations, let's talk.
@rupertmurdoch @realDonaldTrump
#GOPDebate http://t.co/7n0VLjf2sN","Negative",0,0,0,0
"658",658,"","Negative",0,0,0,0
"659",659,"RT @aqv21: How ","Neutral",0,0,0,0
"660",660,"RT @palmaceiahome1: The goal of ","Neutral",0,0,0,0
"664",664,"Unreleased footage of ","Negative",0,0,0,0
"666",666,"Yup! Bipartisan all the way! ","Neutral",0,0,0,0
"668",668,"","Positive",0,0,0,0
"669",669,"RT @BernardGoldberg: Does Donald EVER answer a direct question? ","Negative",0,0,0,0
"677",677,"RT @goldietaylor: Closing statements! ","Negative",0,0,0,0
"684",684,"RT @Sarhan_: So, @Tedcruz remarks about #Sisi in #GOPDebate will make the front page of every newspaper in #Egypt: https://t.co/5H5PRwi7jU","Neutral",0,0,0,0
"687",687,"Advice to ","Negative",0,0,0,0
"691",691,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0,0
"694",694,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates","Negative",0,0,0,0
"695",695,"RT @ChakerKhazaal: ","Negative",0,0,0,0
"699",699,"RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the ","Neutral",0,0,0,0
"700",700,"This ","Positive",0,0,0,0
"704",704,"FloridaMEP: RT IMPOmag: ","Neutral",0,0,0,0
"706",706,"RT @goldietaylor: Huckabee. ","Negative",0,0,0,0
"717",717,"Someone has something to say to @LindseyGrahamSC ","Negative",0,0,0,0
"718",718,"Ghana got swag  RT' &amp; DL' ","Positive",0,0,0,0
"719",719,"Twitter declares Carly Fiorina the ","Neutral",0,0,0,0
"722",722,"RT @kayleymelissa: ","Negative",0,0,0,0
"724",724,"nobamanoway: https://t.co/M2zI6acgnO RT AnneBayefsky: .GovMikeHuckabee: ","Negative",0,0,0,0
"725",725,"This @PFTcommenter troll job of last night's ","Positive",0,0,0,0
"728",728,"And China has as many mentions as Honduras. Priorities, man. #GOPDebates","Neutral",0,0,0,0
"731",731,"@carlyfiorina ","Positive",0,0,0,0
"735",735,"RT @NYMag: Hillary Clinton spent ","Negative",0,0,0,0
"737",737,"Told you! And he called @govsandoval ??? ","Negative",0,0,0,0
"739",739,"","Negative",0,0,0,0
"740",740,"RT @Bipartisanism: When watching the #GOPDebate remember that ""Jose didn't take your job, Goldman Sachs did. http://t.co/ChHZB49T0W","Negative",0,0,0,0
"741",741,"Catching up on my ","Negative",0,0,0,0
"744",744,"RT @shannonrwatts: The ","Negative",0,0,0,0
"746",746,"RT @louvice: Donald Will Go Independent! RubioNever Shows up 4 Work! ","Positive",0,0,0,0
"747",747,"RT @iDXR: The Republicans are telling on America tonight. ","Neutral",0,0,0,0
"750",750,"RT @CamelotGypsy: @maddow So while everyone was watching ","Negative",0,0,0,0
"753",753,"","Neutral",0,0,0,0
"754",754,"Jeb Bush and Rand Paul were the only ones to see their odds rise during the ","Positive",0,0,0,0
"755",755,"hey look- the ","Negative",0,0,0,0
"758",758,"","Negative",0,0,0,0
"761",761,"","Negative",0,0,0,0
"763",763,"RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. ","Negative",0,0,0,0
"764",764,"RT @IDG375: 17 candidates, 2 debates, 1 Donald Trump and plenty to fact-check http://t.co/QFedZq4q5z via @PolitiFact #GOPFAIL #GOPDEBATE","Neutral",0,0,0,0
"766",766,"RT @ShunStrickland: When people tell you who they are, believe them. #GOPDebate","Negative",0,0,0,0
"771",771,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0,0
"776",776,"","Negative",0,0,0,0
"777",777,"RT @GretchenCarlson: ""Take a bottle of white out with me to Pres Obamas policies"" @GovernorPerry #GOPDebate @FoxNews @foxnewspolitics","Negative",0,0,0,0
"780",780,"","Negative",0,0,0,0
"781",781,"Fix New Jersey first @ChrisChristie ","Negative",0,0,0,0
"784",784,"RT @KristinMCoppens: So uh, climate change, eh guys? #GOPDebate http://t.co/VNkJJiOQGJ","Negative",0,0,0,0
"788",788,"RT @_ciaradanix3: where's @wakaflocka during this presidential debate? ","Negative",0,0,0,0
"789",789,"RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ","Negative",0,0,0,0
"790",790,"RT @mashablegif: Ran Paul's eye roll is on point. ","Neutral",0,0,0,0
"792",792,"RT @ericstonestreet: Trump has Cam hands. ","Neutral",0,0,0,0
"793",793,"Tonight on @andersoncooper: my uncle @DrNickMorgan, communicator &amp; body language analyst extraordinaire versus #GOPDebate","Neutral",0,0,0,0
"794",794,"RT @OnlyInBOS: My closing statement. ","Negative",0,0,0,0
"795",795,"RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. ","Negative",0,0,0,0
"798",798,"RT @e_sibe: ","Neutral",0,0,0,0
"802",802,"Ack! Did the ","Neutral",0,0,0,0
"803",803,"RT @rumpfshaker: BOOM. @GovernorPerry remark getting replayed that he would rather have @CarlyFiorina negotiating ","Neutral",0,0,0,0
"809",809,"","Negative",0,0,0,0
"810",810,"Twitter hype ranks down GOP 60min:
1 Kasich -3
2 Santorum -1
3 Bush -1
#GOPDebate
https://t.co/F687D6Objl
#potus2016","Negative",0,0,0,0
"817",817,"Moving on from the ","Negative",0,0,0,0
"820",820,"Trump: I WILL DO ALL OF THE POINTS ","Neutral",0,0,0,0
"823",823,"RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ","Negative",0,0,0,0
"826",826,"The closed captioning for the ","Negative",0,0,0,0
"829",829,"RT @VotingFemale: ","Positive",0,0,0,0
"830",830,"RT @TeamRickPerry: .@GovernorPerry has a plan to end sanctuary cities ","Positive",0,0,0,0
"833",833,"RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ","Positive",0,0,0,0
"836",836,"Donald Trump is John Galt. Chew on it. ","Positive",0,0,0,0
"837",837,"RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ","Negative",0,0,0,0
"838",838,"It's fitting that today is ","Negative",0,0,0,0
"839",839,"RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ","Neutral",0,0,0,0
"840",840,"@RealBenCarson and a few others aren't getting any time to debate. In a real debate everybody gets involved. ","Positive",0,0,0,0
"841",841,"RT kayleymelissa: ","Negative",0,0,0,0
"845",845,"I hear the rumbling beneath the FEDRAL TRIANGLE WHICH HOUSES THE EPA...THE REAGAN BUILDING ","Negative",0,0,0,0
"847",847,"RT @foxnewspolitics: .@realDonaldTrump says @HillaryClinton attended his wedding after donation ","Neutral",0,0,0,0
"850",850,"Here Are 21 Policy Highlights From the First 2016 Republican Debate ","Neutral",0,0,0,0
"851",851,"sydtrvp: RT BernieSanders: Oh. It was just a movie trailer. ","Negative",0,0,0,0
"854",854,"@marthamaccallum @billhemmer ","Positive",0,0,0,0
"857",857,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0,0
"860",860,"RT @usweekly: Celebs react to the ","Neutral",0,0,0,0
"862",862,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0,0
"866",866,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0,0
"869",869,"Are there ANY people of color in this ","Negative",0,0,0,0
"870",870,"RT @WND_TXT: ","Neutral",0,0,0,0
"871",871,"","Neutral",0,0,0,0
"877",877,"RT @renomarky: This picture taken during ","Positive",0,0,0,0
"882",882,"RT @Writeintrump: ","Neutral",0,0,0,0
"883",883,"RT @yankeebrit77: 96% of the media is owned by a handful of people. They will decide who you get to vote for in 16  ","Neutral",0,0,0,0
